Restaurant_id,Name,Cuisine Style,Rating
R700,Ristorante Dalla Zia,"['Italian', 'Mediterranean', 'Barbecue']",4.0
R701,Pizzeria dallo Zio,"['Pizza', 'Vegetarian Friendly']",4.0
R702,Kiku,"['Japanese', 'Seafood', 'Sushi', 'Soups']",4.0
R703,Pescaria,"['Italian', 'Seafood', 'Fast Food', 'Mediterranean']",3.5
R704,Jin Yong,"['Middle Eastern', 'Vegetarian Friendly']",4.5
R705,Al mercante,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R706,Pizzeria Piccola Ischia,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly']",4.0
R707,Dream ristorante coreano,"['Asian', 'Korean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.5
R708,Quack,['Italian'],4.5
R709,Pavarotti Milano Restaurant Museum,"['Italian', 'Mediterranean', 'European']",4.0
R710,Gelateria Apua,['Italian'],4.5
R711,Madera Milano,"['Italian', 'Mediterranean', 'Bar', 'European', 'Vegetarian Friendly']",4.0
R712,Little Kitchen,"['Italian', 'Seafood', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R713,Fu Asian Restaurant,"['Chinese', 'Japanese', 'Seafood', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",4.0
R714,Tatsu Ramen,"['Japanese', 'Vegetarian Friendly']",4.5
R715,Eataly Milano Smeraldo,"['Italian', 'Pizza', 'Seafood', 'Fast Food', 'Mediterranean', 'European', 'Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",3.5
R716,Alfredo Since 1964,,5.0
R717,Ponte Rosso,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.0
R718,Il Pesciolone,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Gluten Free Options']",4.0
R719,La Pobbia 1850,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R720,El Paso De Los Toros,"['Latin', 'Barbecue', 'Central American', 'Steakhouse', 'Argentinean']",4.0
R721,Il Priscio,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.0
R722,Sabbia d'Oro,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.0
R723,Rossopomodoro Milano San Babila,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R724,Japan Bistro,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Gluten Free Options']",4.5
R725,Trussardi alla Scala,"['Italian', 'Mediterranean', 'European', 'Contemporary', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R726,72100 Ristorante Pugliese,"['Italian', 'Mediterranean']",4.0
R727,Ai Giardini Paprika & Cannella,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.0
R728,Osteria Qui Da Noi,"['Italian', 'Seafood', 'Mediterranean', 'Gluten Free Options', 'Vegetarian Friendly']",4.0
R729,Smooy,"['Vegetarian Friendly', 'Gluten Free Options']",5.0
R730,Il Baretto al Baglioni Restaurant,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.0
R731,Ivan & Frank,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R732,Mastgood,"['Italian', 'Brew Pub', 'Pub', 'Street Food', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.5
R733,Burgez,"['American', 'Fast Food']",4.5
R734,La Corte di San Maurilio Ristorante Pizzeria,"['Seafood', 'Soups', 'Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly']",4.0
R735,Tijuana Cafe 2.0,"['Latin', 'South American', 'Mexican']",4.0
R736,Feel,"['Chinese', 'Japanese', 'Seafood', 'Sushi', 'Asian', 'Fusion', 'Vegetarian Friendly']",4.0
R737,Trattoria Aurora,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.0
R738,La Taverna del Borgo Antico,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R739,Anema e Cozze,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",3.5
R740,Il Cerchio,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R741,Sol Levante,"['Japanese', 'Sushi']",4.5
R742,Pizzeria Gourmet Lievita,"['Pizza', 'Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R743,Shannara 3,"['Italian', 'Mediterranean', 'Seafood', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R744,L'Uccellina,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",3.5
R745,Ristorante Novecento,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.0
R746,Amici Del Liberty,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.5
R747,Il Ristorante,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Contemporary', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']",4.0
R748,Horse Cafe,,4.5
R749,MamaEster,"['Italian', 'Vegetarian Friendly']",4.0
R750,Da Giuliano,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly']",4.0
R751,City Life Self Service & Restaurant,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",4.0
R752,VietnaMonAmour,"['Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",3.5
R753,Taj Mahal,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",4.0
R754,Ristorante Yuebin (Yuebinlou),"['Chinese', 'Vegetarian Friendly']",4.5
R755,Ratana,"['Italian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",3.5
R756,La Forchetta,"['Italian', 'Pizza', 'Seafood']",4.0
R757,CHIOSCO SQUADRE CALCIO,"['Italian', 'Fast Food', 'Vegetarian Friendly']",4.5
R758,Viva,"['Italian', 'Seafood', 'Vegetarian Friendly']",4.5
R759,Da Franco,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.0
R760,Certe Notti,"['Italian', 'Mediterranean', 'European']",4.0
R761,The Fish - Ristopescheria,"['Italian', 'Seafood', 'Mediterranean', 'European']",4.0
R762,mashti take away persiano,"['Middle Eastern', 'Persian', 'Vegetarian Friendly', 'Halal', 'Vegan Options']",4.5
R763,Ristorante Il Cestino,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",3.5
R764,Caffe del Lupo,"['Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.5
R765,Ramen House,"['Chinese', 'Japanese', 'Asian', 'Soups', 'Fusion', 'Vegetarian Friendly', 'Vegan Options']",4.0
R766,Galleria Meravigli Bistrot,"['Italian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R767,I Monelli Pizza,"['Italian', 'Pizza', 'Mediterranean']",4.5
R768,Antico Ristorante Boeucc,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R769,L'Oste Italiano,"['Italian', 'Vegetarian Friendly']",4.0
R770,Osteria delle Corti,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R771,Al Bacco,"['Italian', 'Mediterranean', 'Contemporary', 'Vegetarian Friendly']",4.0
R772,AmaMi Ristorante,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.5
R773,Pupurry,"['Italian', 'Mediterranean', 'Barbecue', 'Vegetarian Friendly']",4.0
R774,Lo Zenzero,"['Seafood', 'Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R775,Mamma Farina,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R776,Oro Bianco,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.0
R777,Ginmi,"['Asian', 'Korean', 'Vegetarian Friendly']",4.5
R778,Kim Bar,"['Chinese', 'Asian', 'Vegetarian Friendly']",4.5
R779,Bento Sushi Restaurant,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Vegetarian Friendly']",4.0
R780,arcieri,"['Italian', 'Seafood', 'Mediterranean']",4.0
R781,Luca e Andrea Cafe-Bar,"['Italian', 'Bar', 'Mediterranean', 'Vegetarian Friendly']",4.0
R782,La Terza Carbonaia,"['Italian', 'Pizza', 'Mediterranean', 'Barbecue']",4.0
R783,Pizzeria Del 333,"['Italian', 'Pizza', 'Vegetarian Friendly']",4.5
R784,La Cozzeria,"['Italian', 'Seafood', 'Gluten Free Options']",4.0
R785,Signorvino,"['Italian', 'Mediterranean', 'Wine Bar', 'Vegetarian Friendly', 'Gluten Free Options']",3.5
R786,Mare Mosso,"['Italian', 'Pizza', 'Seafood', 'Mediterranean']",4.0
R787,La Scamperia,"['Italian', 'Mediterranean', 'Seafood', 'European']",4.0
R788,Il Pasto Giusto Gnoccheria,"['Italian', 'Vegetarian Friendly', 'Vegan Options']",4.0
R789,Pane e Tulipani,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",4.0
R790,Il Vinaccio,['Wine Bar'],4.5
R791,La Cantina di Manuela di Via Procaccini,"['Italian', 'Mediterranean', 'Wine Bar', 'Vegetarian Friendly']",4.0
R792,Margy Burger,"['Italian', 'American', 'Fast Food']",4.0
R793,Mozzarella e Basilico,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",4.0
R794,Laboratorio di Pasticceria Loria,,5.0
R795,Baia Chia,"['Italian', 'Seafood', 'Mediterranean']",4.0
R796,Ugo Bar,"['Italian', 'Bar', 'Pub']",4.5
R797,Inkanto - Autentica Cucina Peruviana,"['Peruvian', 'Seafood']",4.0
R798,Tongs,"['Italian', 'Bar', 'Pub']",4.5
R799,Oasi Giapponese,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Soups', 'Vegetarian Friendly']",4.0
R800,Nozomi,"['Japanese', 'Asian', 'Soups', 'Vegetarian Friendly', 'Vegan Options']",4.0
R801,Impronta Birraia,,4.0
R802,HANA Ristorante Coreano,"['Asian', 'Korean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R803,Lambiczoon,"['Italian', 'Bar', 'European', 'Pub', 'Vegetarian Friendly']",4.0
R804,Il Calabrone 2,"['Italian', 'Pizza', 'Seafood', 'Vegetarian Friendly']",4.0
R805,Pizzeria Partenopea,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.0
R806,Terrazza Triennale,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",3.5
R807,Antica Pizzeria Fiorentina,['Vegetarian Friendly'],4.0
R808,Mythos,"['Mediterranean', 'Greek']",4.5
R809,Al Peck,"['Italian', 'European', 'Delicatessen', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",4.0
R810,Sapori Della Persia,"['Middle Eastern', 'Persian', 'Vegetarian Friendly', 'Vegan Options', 'Halal']",4.0
R811,Pepe e Sale,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",3.5
R812,Giardino Nuovo,"['Chinese', 'Seafood', 'Vegetarian Friendly']",4.5
R813,Bar Luce,"['Bar', 'Italian', 'Cafe', 'Vegetarian Friendly']",4.0
R814,Majestic Cafe,"['Italian', 'Pizza', 'Cafe', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R815,Officina 12,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",3.5
R816,Lon Fon,"['Chinese', 'Seafood', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",4.0
R817,Blow Out,"['Italian', 'Pizza']",4.5
R818,Kobe 5,"['Chinese', 'Japanese', 'Sushi', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R819,Antica Trattoria Toscana Il Borghetto,"['Italian', 'Mediterranean', 'Barbecue']",4.0
R820,La Scaletta,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.0
R821,Jolly Due,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.0
R822,Cucina del Toro,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R823,Pizzeria Prato Centenaro,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.0
R824,La Darsena,"['Italian', 'Pizza', 'Seafood', 'Vegetarian Friendly', 'Vegan Options']",4.5
R825,da Marcone - trattoria conviviale,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.0
R826,Jubin II,"['Chinese', 'Asian', 'Vietnamese', 'Vegetarian Friendly']",4.0
R827,Pizzeria L'Ortiga,"['Italian', 'Pizza', 'Mediterranean']",4.0
R828,Spontini - Duomo Mazzini,"['Pizza', 'Vegetarian Friendly']",4.0
R829,Ristorante & Pizzeria La Barchetta,"['Pizza', 'Seafood', 'Italian', 'Vegetarian Friendly']",4.0
R830,Cocopazzo,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",3.5
R831,Riad Food Garden,"['Mediterranean', 'Italian', 'Vegetarian Friendly']",4.5
R832,Terrazza Aperol,"['Italian', 'Vegetarian Friendly']",3.5
R833,Osteria Casa Tua,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",3.5
R834,Sun restaurant,"['Japanese', 'Sushi', 'Asian']",4.0
R835,Roast Eat,['Italian'],4.0
R836,La Posteria di Nonna Papera,"['Mediterranean', 'Italian', 'Vegan Options', 'Gluten Free Options']",4.0
R837,Capriccio,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.0
R838,Melaverde,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.0
R839,Delifrance,"['French', 'Italian', 'Vegetarian Friendly']",4.0
R840,Cookbook,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",4.0
R841,Ristorante Bambu,"['Chinese', 'Japanese', 'Vegetarian Friendly']",4.5
R842,Osteria La Luna Piena,"['Seafood', 'Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R843,Ristorante Pizzeria La Ragazza,"['Seafood', 'Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R844,Woodstock 3,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.0
R845,Osteria La Carbonaia,"['Italian', 'Mediterranean', 'Barbecue']",4.0
R846,Ristorante Rembrandt,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.0
R847,Osteria Delizie del Mare,"['Italian', 'Seafood', 'Mediterranean']",4.0
R848,Il Paiolo,"['Italian', 'Seafood', 'Mediterranean']",4.0
R849,Alessandro Borghese - Il Lusso della Semplicita,"['Italian', 'Mediterranean', 'Wine Bar']",4.0
R850,Osteria Naviglio Grande,"['Italian', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R851,Al Pesciolino,"['Italian', 'Seafood', 'Mediterranean']",4.0
R852,Osteria Dal Verme,"['Italian', 'Vegetarian Friendly']",4.0
R853,Il Panzerotto di Ettore,,4.5
R854,L'Isolotto,"['Italian', 'Seafood', 'Mediterranean']",4.0
R855,Da Giacomo,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R856,Yum - Taste of the Philippines,"['Filipino', 'International', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R857,Kamii,['Vegetarian Friendly'],4.0
R858,Briciole,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.0
R859,BQ Birra Artigianale di Qualita,"['Bar', 'Pub']",4.5
R860,Peck Italian Bar,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R861,Architorta Caffe Bistrot,"['Italian', 'Vegetarian Friendly']",4.5
R862,Gennaro Esposito Milano,"['Seafood', 'Italian', 'Pizza', 'Vegetarian Friendly']",4.0
R863,Bebel,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.0
R864,SUSHIMI - Pirelli,"['Japanese', 'Seafood', 'Fast Food', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",4.5
R865,Trattoria La Colonna,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.0
R866,Cantinetta belle donne,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.0
R867,Gavroche,['Mediterranean'],4.0
R868,Pizzeria Americ,"['Pizza', 'Vegetarian Friendly']",4.0
R869,Paninoteca,"['Italian', 'Vegetarian Friendly']",4.5
R870,Al Pizzetta,"['Italian', 'Pizza', 'Mediterranean']",4.5
R871,LA FETTUNTA,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly']",4.0
R872,Ristorante Cinese Di Jin Yun Fang,"['Chinese', 'Seafood', 'Vegetarian Friendly']",4.5
R873,"Trattoria ""Amici Miei""","['Italian', 'European']",3.5
R874,Grissinificio Edelweiss,,4.5
R875,Harukasushi Milano,"['Japanese', 'Seafood', 'Sushi', 'Fusion', 'Vegetarian Friendly']",4.0
R876,Non Perdiamoci Di Vista - Caffe&Bistro,"['Italian', 'Seafood', 'Mediterranean']",4.5
R877,Retro' Gusto,"['Mediterranean', 'Italian', 'Seafood', 'Vegetarian Friendly', 'Vegan Options']",4.5
R878,Osteria del Treno,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R879,Ciripizza,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R880,Tartufi&Friends,"['Italian', 'Mediterranean', 'European', 'Delicatessen', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R881,BIOit,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R882,Bon Wei,"['Chinese', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",4.0
R883,Fuku Jima,"['Japanese', 'Sushi', 'Fusion', 'Vegetarian Friendly']",4.0
R884,Ristorante SottoSopra,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.0
R885,Alla Cucina delle Langhe,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",3.5
R886,I Segreti di Pulcinella,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly']",4.0
R887,Wafu,"['Japanese', 'Sushi', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Vegan Options']",4.0
R888,Mad Sandwich,['Brew Pub'],4.5
R889,Bottega Mascadelli,"['Pizza', 'Vegetarian Friendly', 'Vegan Options']",4.5
R890,Cafe de Ville,"['Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R891,Trita,"['American', 'Fast Food']",4.0
R892,Bellavista Cafe,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly']",4.0
R893,Niko Niko Ramen & Sake,"['Japanese', 'Bar', 'Fast Food', 'Pub', 'Vegetarian Friendly']",4.0
R894,Umami,,4.5
R895,Pacifico,"['Peruvian', 'Latin', 'Seafood', 'South American', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R896,Sushi B,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Fusion']",4.0
R897,Veranda,"['Russian', 'Soups', 'Eastern European', 'Ukrainian', 'Barbecue']",4.0
R898,Il Panino,"['Italian', 'Fast Food', 'Street Food', 'Vegetarian Friendly']",5.0
R899,Mercato Del Pesce,"['Italian', 'Seafood', 'Mediterranean', 'European']",4.0
R900,Perla d'Oro - piazza grandi,"['Chinese', 'Japanese', 'Seafood', 'Sushi', 'Asian', 'Fusion']",4.0
R901,Piscinin,['Italian'],4.5
R902,Sophia's Restaurant,"['Italian', 'Mediterranean', 'Contemporary', 'Vegetarian Friendly']",4.0
R903,Saketeca Go,"['Japanese', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R904,Jumping,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R905,Gli Artigiani della Pizza,"['Italian', 'Pizza', 'Vegetarian Friendly']",4.5
R906,Potafiori,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",3.5
R907,Impressione Chongqing,"['Chinese', 'Asian']",4.5
R908,Kapuziner,"['German', 'Austrian', 'Bar', 'Barbecue', 'European', 'Pub', 'Central European']",3.5
R909,Spoon,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Fusion', 'Vegetarian Friendly']",4.0
R910,Fuorimano OTBP,"['Bar', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R911,Ristorante Pizzeria Mio,"['Italian', 'Seafood', 'Argentinean']",4.0
R912,Endo,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Soups', 'Vegetarian Friendly']",4.0
R913,Burbee - Artisanal burger & beer,"['American', 'Bar', 'Fast Food', 'Barbecue']",4.0
R914,Martini Bistrot Dolce&Gabbana,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R915,El Galet,"['Italian', 'Bar', 'Barbecue', 'Brew Pub']",3.5
R916,Acqua e Sale 2,['Seafood'],4.0
R917,212 Hamburger & Delicious,"['American', 'Fast Food']",4.0
R918,MI - Cucina di Confine,"['Chinese', 'Seafood', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Vegan Options']",4.0
R919,Osteria del Sognatore,"['Italian', 'Seafood', 'Vegetarian Friendly']",4.0
R920,Hua Cheng,"['Chinese', 'Vegetarian Friendly']",4.0
R921,Love It Real Italian Food,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R922,Tagliabrodo,"['Italian', 'Mediterranean', 'Soups', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R923,Osteria Ma.Si.,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.0
R924,Pogue Mahone's,"['Irish', 'Bar', 'Pub']",4.0
R925,Ristorante Acqua Pazza,"['Italian', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R926,Il Faro Ristorante,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Soups']",4.0
R927,Thursday Pizza,"['Pizza', 'Vegetarian Friendly', 'Vegan Options']",4.5
R928,La Scalea,"['Italian', 'Pizza']",4.5
R929,Ristorante Bombay,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",4.0
R930,Universo Vegano,"['Italian', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R931,Ribs and Beer,"['American', 'Steakhouse', 'Barbecue']",3.5
R932,Cirispaccio,,4.5
R933,Erba Brusca,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",3.5
R934,MU Italian Finest Burger,['Fast Food'],4.0
R935,La Tienda de Juan,['Spanish'],5.0
R936,Pizzeria del Ticinese,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R937,Gin Rosa,"['Italian', 'Cafe', 'Mediterranean']",4.0
R938,MilanCore,"['Korean', 'Contemporary', 'Diner', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R939,Dry,"['Italian', 'Bar', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",3.5
R940,La Tradizionale,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",3.5
R941,Olio - Cucina fresca,,4.5
R942,Vertical,"['Italian', 'European', 'Wine Bar']",4.5
R943,Vinosfera,"['Italian', 'Mediterranean', 'Wine Bar', 'Vegetarian Friendly']",4.5
R944,L'Altro Luca e Andrea,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",3.5
R945,Mulligans,"['Irish', 'Bar', 'Pub']",4.0
R946,Sarla,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options']",4.0
R947,Rovello 18,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R948,Maison Touareg,"['Moroccan', 'Mediterranean', 'Contemporary', 'Arabic', 'Vegetarian Friendly']",5.0
R949,Il Ciliegino,"['Italian', 'Pizza', 'Seafood', 'Vegetarian Friendly', 'Vegan Options']",4.0
R950,Skuisito,"['Italian', 'American', 'Steakhouse', 'Mediterranean', 'European', 'Wine Bar', 'Gluten Free Options']",4.0
R951,Carmel,"['Italian', 'Pizza', 'Mediterranean', 'Middle Eastern', 'Israeli', 'Vegetarian Friendly', 'Vegan Options', 'Kosher']",4.0
R952,Ristorante Riviera,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",3.5
R953,Brezzamarina,,4.5
R954,Olmetto,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.5
R955,Mieru Mieru,"['Italian', 'Seafood', 'Vegetarian Friendly']",4.5
R956,Meglio Puglia,['Vegetarian Friendly'],4.5
R957,Ristorante Soho Milano,"['Seafood', 'Mediterranean']",4.5
R958,Beershow,"['American', 'Brew Pub', 'Pub', 'Italian', 'Vegetarian Friendly']",4.5
R959,Solo Pizza,"['Pizza', 'Vegetarian Friendly']",3.5
R960,Pastai in Darsena,"['Italian', 'Mediterranean']",4.0
R961,Capra e Cavoli,"['Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",3.5
R962,Orto - erbe e cucina,"['Italian', 'Mediterranean', 'European', 'Vegan Options', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R963,mani in pasta,"['Italian', 'Pizza', 'Vegetarian Friendly', 'Vegan Options']",4.0
R964,Ristorante e Pizzeria Da Mimmo,"['Italian', 'Vegetarian Friendly']",4.0
R965,La Casa Iberica,"['Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly']",4.0
R966,Momento,"['Italian', 'Seafood', 'International', 'Mediterranean']",4.5
R967,Primo Gusto Milano,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.5
R968,deep gold milano,"['Italian', 'Cafe', 'Vegetarian Friendly', 'Vegan Options']",4.5
R969,Catalana,['Mediterranean'],4.5
R970,Brutti di Mare,"['Italian', 'Seafood', 'Gluten Free Options']",4.0
